Referencia,FechaAlta,Tipo,Operación,Ciudad,Superficie,Precio Venta,Fecha Venta,Vendedor,Estatus,Días para Vender
506,11/9/16,Oficina,Alquiler,Monterrey,147," $1,259,202 ",5/3/17,Pedro,Vendida,175
508,11/9/16,Oficina,Alquiler,Ciudad de México,128," $549,120 ",3/16/17,Carmen,Vendida,127
509,11/10/16,Industrial,Alquiler,Tijuana,145," $1,372,135 ",4/18/17,Pedro,Vendida,159
511,11/11/16,Estacionamiento,Alquiler,Ciudad de México,272," $1,542,784 ",6/24/17,Joaquín,Vendida,225
512,11/11/16,Casa,Alquiler,Ciudad de México,113," $645,569 ",6/10/17,Carmen,Vendida,211
516,11/11/16,Casa,Alquiler,Ciudad de México,151," $719,213 ",2/23/17,Jesús,Vendida,104
518,11/13/16,Terreno,Alquiler,Tijuana,160," $1,356,160 ",11/8/17,Luisa,Vendida,360
519,11/13/16,Oficina,Alquiler,Ciudad de México,95," $412,395 ",7/31/17,María,Vendida,260
520,11/13/16,Oficina,Alquiler,Ciudad de México,236," $1,420,012 ",10/31/17,Pedro,Vendida,352
523,11/14/16,Casa,Alquiler,Cancún,226," $2,025,638 ",5/4/17,María,Vendida,171
525,11/14/16,Estacionamiento,Alquiler,Ciudad de México,92," $610,696 ",5/4/17,Jesús,Vendida,171
526,11/14/16,Industrial,Alquiler,Tijuana,229," $1,341,024 ",9/12/17,Jesús,Vendida,302
527,11/14/16,Departamento,Alquiler,Cancún,226," $1,340,632 ",9/24/17,Luisa,Vendida,314
528,11/15/16,Terreno,Alquiler,Ciudad de México,64," $581,568 ",2/15/17,Carmen,Vendida,92
531,11/16/16,Casa,Alquiler,Tijuana,136," $1,072,768 ",4/2/17,Pedro,Vendida,137
532,11/16/16,Estacionamiento,Alquiler,Monterrey,294," $1,653,456 ",7/18/17,Pedro,Vendida,244
533,11/17/16,Oficina,Alquiler,Tijuana,294," $2,722,146 ",11/5/17,Joaquín,Vendida,353
534,11/17/16,Terreno,Alquiler,Cancún,151," $1,029,367 ",5/5/17,Carmen,Vendida,169
536,11/18/16,Local,Alquiler,Monterrey,116," $479,892 ",11/11/17,Joaquín,Vendida,358
537,11/18/16,Industrial,Alquiler,Cancún,68," $500,140 ",10/27/17,Pedro,Vendida,343
538,11/18/16,Oficina,Alquiler,Tijuana,59," $491,706 ",7/3/17,Jesús,Vendida,227
541,11/19/16,Departamento,Alquiler,Cancún,197," $1,506,853 ",11/16/17,Jesús,Vendida,362
542,11/20/16,Local,Alquiler,Tijuana,135," $1,036,665 ",11/8/17,Pedro,Vendida,353
543,11/20/16,Terreno,Alquiler,Ciudad de México,200," $1,967,400 ",8/30/17,Pedro,Vendida,283
544,11/20/16,Terreno,Alquiler,Ciudad de México,250," $1,676,500 ",8/30/17,Pedro,Vendida,283
547,11/21/16,Departamento,Alquiler,Ciudad de México,155," $1,511,095 ",8/20/17,María,Vendida,272
549,11/22/16,Industrial,Alquiler,Ciudad de México,197," $1,662,089 ",6/29/17,Carmen,Vendida,219
550,11/22/16,Casa,Alquiler,Ciudad de México,270," $1,311,660 ",10/11/17,María,Vendida,323
555,11/25/16,Estacionamiento,Alquiler,Monterrey,283," $2,213,909 ",5/10/17,Luisa,Vendida,166
556,11/25/16,Estacionamiento,Alquiler,Ciudad de México,298," $2,039,512 ",10/11/17,Joaquín,Vendida,320
557,11/25/16,Terreno,Alquiler,Tijuana,298," $2,376,550 ",10/19/17,Luisa,Vendida,328
558,11/25/16,Terreno,Alquiler,Tijuana,151," $709,700 ",3/16/17,Carmen,Vendida,111
559,11/26/16,Industrial,Alquiler,Tijuana,283," $1,615,647 ",6/6/17,Joaquín,Vendida,192
560,11/27/16,Local,Alquiler,Cancún,73," $410,260 ",10/29/17,Carmen,Vendida,336
564,11/29/16,Estacionamiento,Alquiler,Cancún,150," $795,000 ",10/17/17,Luisa,Vendida,322
565,11/29/16,Casa,Alquiler,Monterrey,228," $2,212,740 ",10/10/17,Jesús,Vendida,315
566,11/30/16,Oficina,Alquiler,Ciudad de México,164," $1,373,008 ",6/9/17,Pedro,Vendida,191
567,12/1/16,Estacionamiento,Alquiler,Monterrey,116," $573,040 ",11/1/17,María,Vendida,335
568,12/1/16,Industrial,Alquiler,Monterrey,276," $1,932,552 ",10/20/17,María,Vendida,323
570,12/1/16,Industrial,Alquiler,Monterrey,216," $1,962,360 ",5/17/17,Pedro,Vendida,167
573,12/2/16,Industrial,Alquiler,Cancún,177," $1,485,915 ",4/29/17,Carmen,Vendida,148
575,12/3/16,Departamento,Alquiler,Monterrey,66," $558,030 ",12/1/17,Carmen,Vendida,363
579,12/5/16,Departamento,Alquiler,Monterrey,237," $1,725,597 ",7/7/17,Pedro,Vendida,214
580,12/5/16,Estacionamiento,Alquiler,Tijuana,206," $1,241,562 ",7/27/17,María,Vendida,234
584,12/7/16,Casa,Alquiler,Monterrey,240," $1,510,320 ",10/19/17,Carmen,Vendida,316
588,12/9/16,Casa,Alquiler,Cancún,84," $368,760 ",7/30/17,Luisa,Vendida,233
589,12/10/16,Local,Alquiler,Cancún,227," $1,071,667 ",5/26/17,Carmen,Vendida,167
592,12/10/16,Estacionamiento,Alquiler,Monterrey,96," $535,584 ",10/22/17,Carmen,Vendida,316
593,12/10/16,Oficina,Alquiler,Tijuana,174," $1,271,592 ",7/13/17,Joaquín,Vendida,215
597,12/11/16,Departamento,Alquiler,Ciudad de México,213," $1,994,532 ",4/22/17,María,Vendida,132
599,12/12/16,Local,Alquiler,Ciudad de México,96," $769,824 ",10/3/17,Jesús,Vendida,295
601,12/14/16,Departamento,Alquiler,Monterrey,232," $1,193,408 ",6/7/17,Luisa,Vendida,175
604,12/15/16,Casa,Alquiler,Ciudad de México,126," $600,642 ",8/20/17,Jesús,Vendida,248
605,12/15/16,Estacionamiento,Alquiler,Ciudad de México,131," $920,144 ",12/10/17,Jesús,Vendida,360
607,12/16/16,Local,Alquiler,Tijuana,232," $1,236,560 ",11/20/17,Pedro,Vendida,339
608,12/16/16,Terreno,Alquiler,Tijuana,199," $1,494,490 ",4/4/17,Joaquín,Vendida,109
610,12/18/16,Casa,Alquiler,Tijuana,97," $672,792 ",5/23/17,Joaquín,Vendida,156
613,12/19/16,Casa,Alquiler,Tijuana,212," $1,588,940 ",8/29/17,Carmen,Vendida,253
614,12/19/16,Oficina,Alquiler,Tijuana,250," $1,127,750 ",4/4/17,Luisa,Vendida,106
615,12/19/16,Terreno,Alquiler,Ciudad de México,278," $1,678,286 ",4/20/17,Jesús,Vendida,122
616,12/20/16,Departamento,Alquiler,Tijuana,270," $2,427,300 ",9/6/17,Pedro,Vendida,260
617,12/20/16,Terreno,Alquiler,Ciudad de México,212," $1,753,240 ",5/14/17,Joaquín,Vendida,145
619,12/21/16,Casa,Alquiler,Cancún,225," $2,000,475 ",7/12/17,Jesús,Vendida,203
623,12/22/16,Departamento,Alquiler,Monterrey,281," $2,326,118 ",7/22/17,María,Vendida,212
627,12/23/16,Estacionamiento,Alquiler,Monterrey,88," $690,184 ",5/29/17,Carmen,Vendida,157
628,12/23/16,Industrial,Alquiler,Monterrey,66," $448,932 ",9/1/17,Pedro,Vendida,252
633,12/25/16,Departamento,Alquiler,Tijuana,292," $2,677,056 ",7/22/17,María,Vendida,209
636,12/26/16,Oficina,Alquiler,Monterrey,159," $1,437,360 ",6/12/17,Luisa,Vendida,168
638,12/27/16,Oficina,Alquiler,Cancún,86," $822,504 ",8/17/17,Jesús,Vendida,233
640,12/27/16,Departamento,Alquiler,Cancún,222," $1,266,732 ",6/23/17,Pedro,Vendida,178
642,12/27/16,Departamento,Alquiler,Tijuana,96," $862,848 ",12/23/17,María,Vendida,361
646,12/31/16,Local,Alquiler,Tijuana,168," $1,508,472 ",12/3/17,Luisa,Vendida,337
647,1/1/17,Estacionamiento,Alquiler,Tijuana,142," $1,276,864 ",10/24/17,María,Vendida,296
649,1/1/17,Local,Alquiler,Tijuana,269," $1,360,064 ",8/17/17,Jesús,Vendida,228
651,1/2/17,Industrial,Alquiler,Ciudad de México,201," $1,176,855 ",10/7/17,María,Vendida,278
652,1/2/17,Terreno,Alquiler,Monterrey,86," $452,962 ",10/24/17,Joaquín,Vendida,295
653,1/3/17,Departamento,Alquiler,Cancún,237," $1,177,653 ",11/10/17,Joaquín,Vendida,311
655,1/3/17,Departamento,Alquiler,Tijuana,172," $1,615,424 ",11/19/17,Carmen,Vendida,320
656,1/4/17,Industrial,Alquiler,Cancún,216," $2,022,624 ",5/7/17,Jesús,Vendida,123
657,1/4/17,Estacionamiento,Alquiler,Tijuana,206," $1,231,262 ",7/10/17,Luisa,Vendida,187
658,1/4/17,Casa,Alquiler,Monterrey,79," $352,972 ",11/6/17,Joaquín,Vendida,306
660,1/5/17,Departamento,Alquiler,Ciudad de México,269," $1,089,181 ",7/25/17,Joaquín,Vendida,201
661,1/5/17,Departamento,Alquiler,Cancún,221," $1,194,505 ",12/12/17,María,Vendida,341
662,1/5/17,Industrial,Alquiler,Tijuana,143," $1,106,677 ",8/8/17,María,Vendida,215
663,1/6/17,Industrial,Alquiler,Tijuana,170," $1,262,250 ",11/29/17,Luisa,Vendida,327
664,1/6/17,Casa,Alquiler,Ciudad de México,171," $1,236,672 ",6/7/17,Luisa,Vendida,152
665,1/6/17,Industrial,Alquiler,Monterrey,153," $923,355 ",7/7/17,Luisa,Vendida,182
669,1/8/17,Departamento,Alquiler,Monterrey,59," $325,326 ",4/9/17,Carmen,Vendida,91
670,1/9/17,Casa,Alquiler,Ciudad de México,264," $1,441,440 ",10/28/17,Pedro,Vendida,292
672,1/9/17,Local,Alquiler,Cancún,286," $1,732,302 ",8/26/17,Joaquín,Vendida,229
674,1/11/17,Terreno,Alquiler,Cancún,186," $1,844,004 ",6/19/17,Pedro,Vendida,159
675,1/11/17,Departamento,Alquiler,Cancún,217," $1,603,196 ",12/11/17,Joaquín,Vendida,334
676,1/11/17,Estacionamiento,Alquiler,Monterrey,260," $2,402,920 ",10/9/17,Joaquín,Vendida,271
677,1/11/17,Terreno,Alquiler,Monterrey,240," $1,823,280 ",9/4/17,Luisa,Vendida,236
678,1/11/17,Oficina,Alquiler,Tijuana,157," $949,693 ",11/27/17,Jesús,Vendida,320
679,1/12/17,Casa,Alquiler,Tijuana,279," $2,362,572 ",9/25/17,Luisa,Vendida,256
685,1/14/17,Oficina,Alquiler,Tijuana,251," $2,138,771 ",5/15/17,Carmen,Vendida,121
686,1/14/17,Local,Alquiler,Ciudad de México,149," $1,250,408 ",10/30/17,Pedro,Vendida,289
687,1/15/17,Terreno,Alquiler,Monterrey,45," $300,105 ",6/2/17,Carmen,Vendida,138
695,1/19/17,Departamento,Alquiler,Monterrey,80," $607,200 ",11/20/17,Carmen,Vendida,305
696,1/19/17,Industrial,Alquiler,Ciudad de México,200," $1,502,800 ",10/14/17,Joaquín,Vendida,268
703,1/22/17,Departamento,Alquiler,Monterrey,132," $592,152 ",4/23/17,Carmen,Vendida,91
704,1/22/17,Oficina,Alquiler,Cancún,246," $2,083,866 ",7/25/17,Luisa,Vendida,184
705,1/22/17,Industrial,Alquiler,Ciudad de México,293," $2,141,830 ",9/19/17,Joaquín,Vendida,240
706,1/23/17,Estacionamiento,Alquiler,Tijuana,290," $2,275,050 ",9/20/17,Jesús,Vendida,240
708,1/23/16,Local,Alquiler,Tijuana,212,1911604 ,1/14/18,María,Vendida,722
709,1/24/17,Oficina,Alquiler,Tijuana,254," $1,850,644 ",11/28/17,Carmen,Vendida,308
711,1/24/17,Local,Alquiler,Ciudad de México,287," $2,279,354 ",12/15/17,Joaquín,Vendida,325
712,1/24/17,Departamento,Alquiler,Tijuana,180," $1,128,420 ",10/13/17,Carmen,Vendida,262
714,1/25/16,Oficina,Alquiler,Cancún,210,1332030 ,1/2/18,Carmen,Vendida,708
715,1/25/17,Estacionamiento,Alquiler,Monterrey,287," $1,370,138 ",5/3/17,Joaquín,Vendida,98
717,1/25/17,Departamento,Alquiler,Ciudad de México,260," $2,546,180 ",5/23/17,Carmen,Vendida,118
718,1/26/16,Estacionamiento,Alquiler,Cancún,197,1199730 ,1/13/18,Luisa,Vendida,718
719,1/26/17,Industrial,Alquiler,Cancún,144," $760,176 ",10/20/17,Pedro,Vendida,267
721,1/28/17,Local,Alquiler,Tijuana,253," $1,816,793 ",10/22/17,Pedro,Vendida,267
723,1/29/17,Departamento,Alquiler,Cancún,299," $2,130,375 ",10/28/17,Carmen,Vendida,272
724,1/31/17,Estacionamiento,Alquiler,Monterrey,222," $2,209,344 ",9/9/17,Carmen,Vendida,221
730,2/2/17,Industrial,Alquiler,Monterrey,82," $621,314 ",9/7/17,Luisa,Vendida,217
731,2/2/16,Departamento,Alquiler,Cancún,243,1814238 ,1/29/18,Jesús,Vendida,727
732,2/2/17,Terreno,Alquiler,Ciudad de México,73," $468,952 ",6/11/17,Joaquín,Vendida,129
736,2/3/17,Estacionamiento,Alquiler,Cancún,97," $541,648 ",6/11/17,Carmen,Vendida,128
738,2/5/17,Terreno,Alquiler,Cancún,105," $650,580 ",5/26/17,Carmen,Vendida,110
739,2/5/17,Industrial,Alquiler,Ciudad de México,199," $1,009,328 ",12/4/17,Pedro,Vendida,302
740,2/5/17,Estacionamiento,Alquiler,Cancún,286," $2,064,634 ",5/26/17,Carmen,Vendida,110
742,2/6/17,Estacionamiento,Alquiler,Tijuana,87," $372,447 ",7/17/17,Jesús,Vendida,161
743,2/6/17,Industrial,Alquiler,Tijuana,210," $1,602,300 ",6/26/17,Pedro,Vendida,140
746,2/8/17,Departamento,Alquiler,Ciudad de México,179," $963,020 ",11/6/17,Pedro,Vendida,271
748,2/8/17,Casa,Alquiler,Monterrey,154," $1,037,498 ",9/20/17,Luisa,Vendida,224
749,2/9/17,Estacionamiento,Alquiler,Ciudad de México,293," $2,741,308 ",10/20/17,María,Vendida,253
750,2/10/17,Local,Alquiler,Tijuana,286," $1,912,482 ",11/26/17,Pedro,Vendida,289
756,2/13/16,Casa,Alquiler,Cancún,245,2287075 ,1/31/18,Luisa,Vendida,718
758,2/14/17,Departamento,Alquiler,Cancún,75," $359,775 ",5/29/17,María,Vendida,104
760,2/14/17,Oficina,Alquiler,Monterrey,119," $899,640 ",12/12/17,Pedro,Vendida,301
761,2/15/17,Casa,Alquiler,Tijuana,58," $444,338 ",6/4/17,Carmen,Vendida,109
763,2/15/17,Departamento,Alquiler,Tijuana,92," $900,956 ",6/14/17,Pedro,Vendida,119
766,2/16/17,Casa,Alquiler,Cancún,58," $349,102 ",10/22/17,Carmen,Vendida,248
774,2/17/17,Terreno,Alquiler,Tijuana,254," $1,394,206 ",5/28/17,Carmen,Vendida,100
775,2/17/16,Terreno,Alquiler,Tijuana,256,2176768 ,2/13/18,Carmen,Vendida,727
776,2/17/17,Departamento,Alquiler,Cancún,106," $850,226 ",9/2/17,Joaquín,Vendida,197
778,2/18/17,Industrial,Alquiler,Ciudad de México,153," $1,519,137 ",6/20/17,Carmen,Vendida,122
779,2/18/16,Oficina,Alquiler,Tijuana,233,984192 ,1/28/18,Jesús,Vendida,710
780,2/18/17,Oficina,Alquiler,Ciudad de México,61," $481,656 ",9/18/17,Carmen,Vendida,212
781,2/18/17,Departamento,Alquiler,Ciudad de México,105," $909,090 ",10/25/17,Jesús,Vendida,249
785,2/20/17,Departamento,Alquiler,Tijuana,292," $2,865,688 ",8/21/17,Carmen,Vendida,182
794,2/22/17,Industrial,Alquiler,Cancún,81," $523,989 ",10/13/17,Joaquín,Vendida,233
796,2/23/17,Terreno,Alquiler,Ciudad de México,214," $1,665,134 ",10/21/17,Pedro,Vendida,240
797,2/23/17,Departamento,Alquiler,Ciudad de México,227," $1,820,540 ",10/12/17,Luisa,Vendida,231
800,2/24/16,Casa,Alquiler,Cancún,150,1051500 ,2/17/18,Joaquín,Vendida,724
801,2/24/17,Local,Alquiler,Cancún,165," $744,480 ",8/6/17,Jesús,Vendida,163
806,2/26/17,Local,Alquiler,Monterrey,62," $484,592 ",10/9/17,María,Vendida,225
808,2/27/17,Terreno,Alquiler,Ciudad de México,77," $711,634 ",11/10/17,Jesús,Vendida,256
811,2/28/17,Oficina,Alquiler,Tijuana,70," $354,270 ",11/18/17,Jesús,Vendida,263
812,2/28/16,Casa,Alquiler,Tijuana,45,425790 ,1/16/18,María,Vendida,688
814,3/1/17,Estacionamiento,Alquiler,Monterrey,45," $360,540 ",9/2/17,María,Vendida,185
815,3/1/17,Oficina,Alquiler,Ciudad de México,94," $639,952 ",9/26/17,Luisa,Vendida,209
817,3/3/16,Casa,Alquiler,Monterrey,151,756208 ,2/13/18,Luisa,Vendida,712
818,3/3/17,Industrial,Alquiler,Monterrey,50," $442,300 ",6/30/17,María,Vendida,119
819,3/3/17,Estacionamiento,Alquiler,Monterrey,93," $375,813 ",7/12/17,Pedro,Vendida,131
820,3/3/17,Departamento,Alquiler,Tijuana,255," $1,471,605 ",10/11/17,Carmen,Vendida,222
823,3/4/16,Casa,Alquiler,Monterrey,235,2055310 ,1/3/18,Jesús,Vendida,670
824,3/4/17,Casa,Alquiler,Tijuana,239," $1,320,236 ",8/3/17,Carmen,Vendida,152
825,3/4/17,Casa,Alquiler,Cancún,191," $969,707 ",12/5/17,Pedro,Vendida,276
826,3/4/17,Departamento,Alquiler,Monterrey,92," $743,360 ",8/11/17,Pedro,Vendida,160
830,3/6/17,Oficina,Alquiler,Tijuana,42," $235,746 ",7/25/17,Joaquín,Vendida,141
833,3/7/17,Terreno,Alquiler,Cancún,139," $1,100,046 ",8/28/17,María,Vendida,174
839,3/8/16,Terreno,Alquiler,Monterrey,236,1449512 ,2/5/18,Joaquín,Vendida,699
840,3/8/17,Departamento,Alquiler,Monterrey,91," $395,850 ",12/10/17,Carmen,Vendida,277
841,3/9/16,Terreno,Alquiler,Ciudad de México,247,1504477 ,1/3/18,Jesús,Vendida,665
845,3/10/17,Casa,Alquiler,Monterrey,145," $655,690 ",6/8/17,María,Vendida,90
846,3/10/17,Departamento,Alquiler,Ciudad de México,42," $293,370 ",8/20/17,Pedro,Vendida,163
847,3/10/17,Departamento,Alquiler,Ciudad de México,281," $2,688,046 ",10/24/17,Luisa,Vendida,228
852,3/12/17,Local,Alquiler,Tijuana,269," $2,032,295 ",11/27/17,Joaquín,Vendida,260
853,3/12/17,Departamento,Alquiler,Cancún,245," $1,377,880 ",7/10/17,Joaquín,Vendida,120
858,3/14/17,Industrial,Alquiler,Monterrey,164," $1,526,840 ",10/20/17,María,Vendida,220
859,3/14/17,Departamento,Alquiler,Cancún,188," $996,588 ",6/20/17,Carmen,Vendida,98
860,3/14/16,Terreno,Alquiler,Cancún,79,451643 ,1/15/18,María,Vendida,672
863,3/16/16,Local,Alquiler,Tijuana,138,949578 ,2/17/18,María,Vendida,703
868,3/19/16,Casa,Alquiler,Ciudad de México,55,376090 ,2/27/18,Joaquín,Vendida,710
871,3/19/17,Industrial,Alquiler,Ciudad de México,285," $2,562,435 ",6/20/17,Carmen,Vendida,93
872,3/19/17,Local,Alquiler,Cancún,88," $630,608 ",12/17/17,Joaquín,Vendida,273
873,3/20/17,Departamento,Alquiler,Monterrey,100," $484,200 ",9/30/17,Pedro,Vendida,194
874,3/20/17,Industrial,Alquiler,Monterrey,52," $269,516 ",8/21/17,Carmen,Vendida,154
875,3/20/17,Oficina,Alquiler,Tijuana,274," $1,152,718 ",7/31/17,Pedro,Vendida,133
879,3/22/16,Departamento,Alquiler,Cancún,182,851032 ,1/2/18,Carmen,Vendida,651
880,3/22/17,Estacionamiento,Alquiler,Tijuana,99," $500,148 ",8/9/17,Joaquín,Vendida,140
882,3/23/17,Local,Alquiler,Tijuana,150," $730,350 ",6/28/17,Carmen,Vendida,97
884,3/23/16,Industrial,Alquiler,Tijuana,71,459725 ,1/26/18,Joaquín,Vendida,674
889,3/25/17,Casa,Alquiler,Cancún,241," $1,248,862 ",8/22/17,Jesús,Vendida,150
892,3/26/16,Terreno,Alquiler,Cancún,187,1194930 ,2/8/18,Jesús,Vendida,684
893,3/26/17,Industrial,Alquiler,Tijuana,68," $525,096 ",8/27/17,Joaquín,Vendida,154
895,3/28/17,Oficina,Alquiler,Cancún,186," $1,843,074 ",10/4/17,Pedro,Vendida,190
896,3/28/17,Terreno,Alquiler,Tijuana,67," $627,321 ",7/12/17,Joaquín,Vendida,106
899,3/30/16,Industrial,Alquiler,Monterrey,167,1191044 ,3/30/18,Joaquín,Vendida,730
901,3/30/16,Casa,Alquiler,Tijuana,88,531784 ,1/11/18,Joaquín,Vendida,652
903,3/30/17,Terreno,Alquiler,Monterrey,216," $1,500,984 ",10/23/17,Joaquín,Vendida,207
906,4/1/17,Departamento,Alquiler,Cancún,278," $1,754,180 ",12/3/17,Luisa,Vendida,246
907,4/2/17,Industrial,Alquiler,Ciudad de México,222," $1,617,270 ",12/4/17,Luisa,Vendida,246
908,4/2/16,Industrial,Alquiler,Ciudad de México,285,2232690 ,1/29/18,María,Vendida,667
909,4/2/17,Departamento,Alquiler,Ciudad de México,132," $1,040,028 ",11/17/17,María,Vendida,229
911,4/3/17,Industrial,Alquiler,Ciudad de México,285," $1,938,000 ",9/26/17,Joaquín,Vendida,176
914,4/4/17,Local,Alquiler,Monterrey,179," $812,660 ",10/31/17,Jesús,Vendida,210
915,4/5/17,Terreno,Alquiler,Cancún,75," $400,875 ",8/26/17,Joaquín,Vendida,143
916,4/5/17,Departamento,Alquiler,Monterrey,72," $682,344 ",8/26/17,Pedro,Vendida,143
917,4/5/17,Estacionamiento,Alquiler,Monterrey,297," $2,872,287 ",9/16/17,Luisa,Vendida,164
919,4/5/16,Casa,Alquiler,Cancún,244,2413648 ,1/6/18,María,Vendida,641
920,4/5/17,Casa,Alquiler,Cancún,259," $1,857,807 ",11/7/17,Luisa,Vendida,216
921,4/5/17,Casa,Alquiler,Ciudad de México,175," $1,560,125 ",7/21/17,Luisa,Vendida,107
923,4/6/17,Industrial,Alquiler,Ciudad de México,170," $1,566,720 ",9/2/17,Pedro,Vendida,149
926,4/7/17,Oficina,Alquiler,Monterrey,214," $899,228 ",12/24/17,Luisa,Vendida,261
940,4/15/17,Estacionamiento,Alquiler,Ciudad de México,99," $574,200 ",9/16/17,Pedro,Vendida,154
941,4/15/16,Casa,Alquiler,Ciudad de México,267,1517628 ,2/14/18,Carmen,Vendida,670
942,4/15/17,Casa,Alquiler,Monterrey,185," $1,059,680 ",7/14/17,Pedro,Vendida,90
944,4/16/17,Departamento,Alquiler,Ciudad de México,165," $921,195 ",10/5/17,Luisa,Vendida,172
945,4/17/16,Local,Alquiler,Cancún,142,1205864 ,2/5/18,Luisa,Vendida,659
946,4/17/16,Estacionamiento,Alquiler,Ciudad de México,116,1035416 ,2/1/18,María,Vendida,655
947,4/17/17,Departamento,Alquiler,Tijuana,223," $1,795,819 ",8/30/17,Luisa,Vendida,135
949,4/17/17,Casa,Alquiler,Cancún,275," $1,543,850 ",12/21/17,María,Vendida,248
950,4/18/16,Casa,Alquiler,Ciudad de México,281,1727588 ,4/7/18,Luisa,Vendida,719
951,4/18/16,Departamento,Alquiler,Monterrey,164,841484 ,4/7/18,María,Vendida,719
952,4/18/17,Local,Alquiler,Monterrey,271," $2,478,566 ",7/21/17,Pedro,Vendida,94
954,4/19/16,Departamento,Alquiler,Ciudad de México,84,431760 ,4/9/18,Carmen,Vendida,720
956,4/19/17,Departamento,Alquiler,Tijuana,73," $563,122 ",10/25/17,Carmen,Vendida,189
957,4/19/17,Industrial,Alquiler,Tijuana,152," $651,472 ",9/13/17,Carmen,Vendida,147
959,4/20/17,Estacionamiento,Alquiler,Tijuana,273," $2,306,031 ",9/25/17,Carmen,Vendida,158
961,4/20/16,Casa,Alquiler,Ciudad de México,263,2094795 ,2/12/18,Carmen,Vendida,663
963,4/21/17,Estacionamiento,Alquiler,Cancún,281," $1,619,122 ",9/26/17,Luisa,Vendida,158
965,4/21/16,Terreno,Alquiler,Ciudad de México,79,705628 ,2/25/18,Luisa,Vendida,675
967,4/22/17,Industrial,Alquiler,Cancún,266," $2,583,126 ",12/2/17,Pedro,Vendida,224
968,4/23/17,Local,Alquiler,Monterrey,69," $493,971 ",9/5/17,María,Vendida,135
970,4/24/16,Oficina,Alquiler,Cancún,77,716793 ,2/25/18,Pedro,Vendida,672
974,4/25/16,Terreno,Alquiler,Tijuana,269,2292149 ,1/22/18,Carmen,Vendida,637
976,4/25/16,Terreno,Alquiler,Ciudad de México,51,370158 ,4/21/18,Jesús,Vendida,726
977,4/25/17,Local,Alquiler,Tijuana,50," $333,650 ",12/16/17,Carmen,Vendida,235
981,4/26/16,Terreno,Alquiler,Monterrey,98,425712 ,3/23/18,Pedro,Vendida,696
984,4/27/17,Industrial,Alquiler,Tijuana,269," $1,702,501 ",12/10/17,Luisa,Vendida,227
986,4/28/16,Departamento,Alquiler,Cancún,158,886222 ,4/24/18,Luisa,Vendida,726
993,4/30/16,Oficina,Alquiler,Cancún,172,1441188 ,4/12/18,Luisa,Vendida,712
998,5/2/16,Terreno,Alquiler,Monterrey,81,567486 ,1/26/18,María,Vendida,634
1000,5/2/16,Estacionamiento,Alquiler,Ciudad de México,128,976384 ,4/19/18,Joaquín,Vendida,717
1001,5/2/16,Oficina,Alquiler,Ciudad de México,240,1270800 ,4/25/18,Luisa,Vendida,723
1002,5/3/16,Casa,Alquiler,Tijuana,77,406252 ,2/25/18,María,Vendida,663
1009,5/5/17,Oficina,Alquiler,Cancún,186," $1,543,428 ",8/25/17,Pedro,Vendida,112
1010,5/6/17,Estacionamiento,Alquiler,Tijuana,119," $1,013,523 ",8/17/17,Joaquín,Vendida,103
1012,5/6/16,Terreno,Alquiler,Ciudad de México,94,902212 ,4/30/18,Jesús,Vendida,724
1015,5/7/16,Oficina,Alquiler,Ciudad de México,101,634583 ,4/21/18,María,Vendida,714
1017,5/8/16,Casa,Alquiler,Tijuana,245,1244600 ,1/3/18,Luisa,Vendida,605
1018,5/8/17,Oficina,Alquiler,Ciudad de México,141," $843,180 ",12/25/17,Carmen,Vendida,231
1022,5/9/16,Industrial,Alquiler,Monterrey,160,804640 ,4/3/18,Carmen,Vendida,694
1023,5/9/17,Terreno,Alquiler,Monterrey,235," $1,046,925 ",12/5/17,Carmen,Vendida,210
1027,5/10/16,Industrial,Alquiler,Ciudad de México,292,1177052 ,4/30/18,Jesús,Vendida,720
1028,5/10/17,Local,Alquiler,Ciudad de México,223," $1,623,217 ",8/12/17,Luisa,Vendida,94
1029,5/10/16,Oficina,Alquiler,Tijuana,107,899014 ,4/9/18,María,Vendida,699
1034,5/14/17,Terreno,Alquiler,Monterrey,254," $2,417,572 ",9/20/17,María,Vendida,129
1042,5/18/17,Departamento,Alquiler,Cancún,119," $999,481 ",9/8/17,María,Vendida,113
1043,5/18/16,Industrial,Alquiler,Monterrey,233,2120067 ,2/24/18,Jesús,Vendida,647
1045,5/21/17,Departamento,Alquiler,Cancún,209," $1,206,766 ",11/9/17,Joaquín,Vendida,172
1046,5/21/17,Terreno,Alquiler,Tijuana,179," $896,969 ",9/14/17,Carmen,Vendida,116
1047,5/21/16,Casa,Alquiler,Tijuana,97,834394 ,5/20/18,Jesús,Vendida,729
1049,5/21/17,Departamento,Alquiler,Cancún,87," $520,521 ",9/15/17,Carmen,Vendida,117
1050,5/21/16,Industrial,Alquiler,Tijuana,244,1300276 ,3/21/18,Joaquín,Vendida,669
1053,5/22/16,Estacionamiento,Alquiler,Monterrey,282,1132230 ,3/20/18,Pedro,Vendida,667
1054,5/23/17,Estacionamiento,Alquiler,Cancún,280," $1,240,400 ",11/4/17,Jesús,Vendida,165
1055,5/23/17,Local,Alquiler,Tijuana,185," $1,583,785 ",9/17/17,Luisa,Vendida,117
