Referencia,FechaAlta,Tipo,Operación,Ciudad,Superficie,Precio Venta,Fecha Venta,Vendedor,Estatus,Días para Vender
623,12/22/16,Departamento,Alquiler,Monterrey,281," $2,326,118 ",7/22/17,María,Vendida,212
624,12/22/16,Industrial,Venta,Cancún,201," $1,911,510 ",6/23/17,Luisa,Vendida,183
625,12/22/16,Local,Venta,Monterrey,187," $1,346,961 ",12/20/17,Joaquín,Vendida,363
626,12/22/16,Oficina,Venta,Cancún,180," $1,414,800 ",5/29/17,Joaquín,Vendida,158
627,12/23/16,Estacionamiento,Alquiler,Monterrey,88," $690,184 ",5/29/17,Carmen,Vendida,157
628,12/23/16,Industrial,Alquiler,Monterrey,66," $448,932 ",9/1/17,Pedro,Vendida,252
629,12/23/16,Local,Venta,Monterrey,219," $2,101,743 ",7/30/17,Luisa,Vendida,219
630,12/23/16,Industrial,Venta,Monterrey,67," $430,743 ",6/6/17,Pedro,Vendida,165
631,12/24/16,Estacionamiento,Venta,Ciudad de México,300," $2,707,200 ",10/15/17,Luisa,Vendida,295
632,12/25/16,Local,Venta,Tijuana,250," $1,368,750 ",6/7/17,Luisa,Vendida,164
633,12/25/16,Departamento,Alquiler,Tijuana,292," $2,677,056 ",7/22/17,María,Vendida,209
634,12/25/16,Estacionamiento,Venta,Cancún,87," $638,058 ",7/19/17,Jesús,Vendida,206
635,12/26/16,Departamento,Venta,Ciudad de México,95," $866,780 ",4/15/17,Jesús,Vendida,110
636,12/26/16,Oficina,Alquiler,Monterrey,159," $1,437,360 ",6/12/17,Luisa,Vendida,168
637,12/26/16,Terreno,Venta,Ciudad de México,215," $1,706,240 ",4/25/17,Pedro,Vendida,120
638,12/27/16,Oficina,Alquiler,Cancún,86," $822,504 ",8/17/17,Jesús,Vendida,233
639,12/27/16,Casa,Venta,Ciudad de México,121," $622,787 ",5/2/17,Carmen,Vendida,126
640,12/27/16,Departamento,Alquiler,Cancún,222," $1,266,732 ",6/23/17,Pedro,Vendida,178
641,12/27/16,Estacionamiento,Venta,Monterrey,211," $945,702 ",12/4/17,Luisa,Vendida,342
642,12/27/16,Departamento,Alquiler,Tijuana,96," $862,848 ",12/23/17,María,Vendida,361
643,12/30/16,Oficina,Venta,Cancún,173," $1,008,071 ",7/21/17,Jesús,Vendida,203
644,12/31/16,Oficina,Venta,Tijuana,191," $1,657,880 ",9/6/17,Pedro,Vendida,249
645,12/31/16,Casa,Venta,Tijuana,146," $1,457,226 ",11/5/17,María,Vendida,309
646,12/31/16,Local,Alquiler,Tijuana,168," $1,508,472 ",12/3/17,Luisa,Vendida,337
647,1/1/17,Estacionamiento,Alquiler,Tijuana,142," $1,276,864 ",10/24/17,María,Vendida,296
648,1/1/17,Estacionamiento,Venta,Monterrey,217," $2,101,862 ",10/23/17,Carmen,Vendida,295
649,1/1/17,Local,Alquiler,Tijuana,269," $1,360,064 ",8/17/17,Jesús,Vendida,228
650,1/2/17,Terreno,Venta,Ciudad de México,47," $369,984 ",8/24/17,Jesús,Vendida,234
651,1/2/17,Industrial,Alquiler,Ciudad de México,201," $1,176,855 ",10/7/17,María,Vendida,278
652,1/2/17,Terreno,Alquiler,Monterrey,86," $452,962 ",10/24/17,Joaquín,Vendida,295
653,1/3/17,Departamento,Alquiler,Cancún,237," $1,177,653 ",11/10/17,Joaquín,Vendida,311
654,1/3/17,Oficina,Venta,Monterrey,105," $889,980 ",10/16/17,Pedro,Vendida,286
655,1/3/17,Departamento,Alquiler,Tijuana,172," $1,615,424 ",11/19/17,Carmen,Vendida,320
656,1/4/17,Industrial,Alquiler,Cancún,216," $2,022,624 ",5/7/17,Jesús,Vendida,123
657,1/4/17,Estacionamiento,Alquiler,Tijuana,206," $1,231,262 ",7/10/17,Luisa,Vendida,187
658,1/4/17,Casa,Alquiler,Monterrey,79," $352,972 ",11/6/17,Joaquín,Vendida,306
659,1/5/17,Casa,Venta,Ciudad de México,81," $610,416 ",11/25/17,Joaquín,Vendida,324
660,1/5/17,Departamento,Alquiler,Ciudad de México,269," $1,089,181 ",7/25/17,Joaquín,Vendida,201
661,1/5/17,Departamento,Alquiler,Cancún,221," $1,194,505 ",12/12/17,María,Vendida,341
662,1/5/17,Industrial,Alquiler,Tijuana,143," $1,106,677 ",8/8/17,María,Vendida,215
663,1/6/17,Industrial,Alquiler,Tijuana,170," $1,262,250 ",11/29/17,Luisa,Vendida,327
664,1/6/17,Casa,Alquiler,Ciudad de México,171," $1,236,672 ",6/7/17,Luisa,Vendida,152
665,1/6/17,Industrial,Alquiler,Monterrey,153," $923,355 ",7/7/17,Luisa,Vendida,182
666,1/7/17,Industrial,Venta,Tijuana,252," $2,398,788 ",11/19/17,Jesús,Vendida,316
667,1/7/17,Local,Venta,Ciudad de México,180," $1,636,560 ",8/31/17,Luisa,Vendida,236
668,1/8/17,Industrial,Venta,Ciudad de México,271," $2,496,723 ",12/12/17,Jesús,Vendida,338
669,1/8/17,Departamento,Alquiler,Monterrey,59," $325,326 ",4/9/17,Carmen,Vendida,91
670,1/9/17,Casa,Alquiler,Ciudad de México,264," $1,441,440 ",10/28/17,Pedro,Vendida,292
671,1/9/17,Local,Venta,Tijuana,162," $1,315,440 ",9/16/17,Jesús,Vendida,250
672,1/9/17,Local,Alquiler,Cancún,286," $1,732,302 ",8/26/17,Joaquín,Vendida,229
673,1/10/17,Terreno,Venta,Cancún,90," $374,310 ",12/7/17,María,Vendida,331
674,1/11/17,Terreno,Alquiler,Cancún,186," $1,844,004 ",6/19/17,Pedro,Vendida,159
675,1/11/17,Departamento,Alquiler,Cancún,217," $1,603,196 ",12/11/17,Joaquín,Vendida,334
676,1/11/17,Estacionamiento,Alquiler,Monterrey,260," $2,402,920 ",10/9/17,Joaquín,Vendida,271
677,1/11/17,Terreno,Alquiler,Monterrey,240," $1,823,280 ",9/4/17,Luisa,Vendida,236
678,1/11/17,Oficina,Alquiler,Tijuana,157," $949,693 ",11/27/17,Jesús,Vendida,320
679,1/12/17,Casa,Alquiler,Tijuana,279," $2,362,572 ",9/25/17,Luisa,Vendida,256
680,1/12/17,Oficina,Venta,Tijuana,73," $672,987 ",4/21/17,Joaquín,Vendida,99
681,1/12/17,Casa,Venta,Cancún,120," $703,680 ",9/16/17,Carmen,Vendida,247
682,1/12/17,Estacionamiento,Venta,Ciudad de México,246," $1,940,448 ",10/8/17,Pedro,Vendida,269
683,1/12/17,Casa,Venta,Monterrey,75," $624,600 ",12/12/17,María,Vendida,334
684,1/13/17,Industrial,Venta,Monterrey,42," $224,280 ",7/10/17,María,Vendida,178
685,1/14/17,Oficina,Alquiler,Tijuana,251," $2,138,771 ",5/15/17,Carmen,Vendida,121
686,1/14/17,Local,Alquiler,Ciudad de México,149," $1,250,408 ",10/30/17,Pedro,Vendida,289
687,1/15/17,Terreno,Alquiler,Monterrey,45," $300,105 ",6/2/17,Carmen,Vendida,138
688,1/15/17,Casa,Venta,Tijuana,90," $599,850 ",12/30/17,María,Vendida,349
689,1/15/16,Estacionamiento,Venta,Tijuana,221,1919827 ,1/6/18,Joaquín,Vendida,722
690,1/16/17,Oficina,Venta,Monterrey,133," $573,230 ",9/20/17,Jesús,Vendida,247
691,1/17/17,Departamento,Venta,Tijuana,80," $500,560 ",12/11/17,Jesús,Vendida,328
692,1/17/17,Industrial,Venta,Tijuana,45," $259,515 ",12/17/17,Joaquín,Vendida,334
693,1/18/17,Estacionamiento,Venta,Cancún,68," $652,052 ",9/20/17,Joaquín,Vendida,245
694,1/19/17,Oficina,Venta,Tijuana,213," $1,886,541 ",9/5/17,Jesús,Vendida,229
695,1/19/17,Departamento,Alquiler,Monterrey,80," $607,200 ",11/20/17,Carmen,Vendida,305
696,1/19/17,Industrial,Alquiler,Ciudad de México,200," $1,502,800 ",10/14/17,Joaquín,Vendida,268
697,1/20/17,Terreno,Venta,Monterrey,287," $2,808,008 ",6/24/17,Pedro,Vendida,155
698,1/20/17,Terreno,Venta,Ciudad de México,108," $892,620 ",11/8/17,Pedro,Vendida,292
699,1/21/17,Estacionamiento,Venta,Tijuana,221," $1,471,197 ",10/17/17,Joaquín,Vendida,269
700,1/21/17,Local,Venta,Cancún,108," $1,065,744 ",5/3/17,Pedro,Vendida,102
701,1/21/17,Estacionamiento,Venta,Ciudad de México,232," $1,162,784 ",8/23/17,Pedro,Vendida,214
702,1/21/17,Estacionamiento,Venta,Monterrey,118," $1,134,452 ",4/27/17,Carmen,Vendida,96
703,1/22/17,Departamento,Alquiler,Monterrey,132," $592,152 ",4/23/17,Carmen,Vendida,91
704,1/22/17,Oficina,Alquiler,Cancún,246," $2,083,866 ",7/25/17,Luisa,Vendida,184
705,1/22/17,Industrial,Alquiler,Ciudad de México,293," $2,141,830 ",9/19/17,Joaquín,Vendida,240
706,1/23/17,Estacionamiento,Alquiler,Tijuana,290," $2,275,050 ",9/20/17,Jesús,Vendida,240
707,1/23/17,Estacionamiento,Venta,Ciudad de México,72," $298,368 ",4/26/17,Luisa,Vendida,93
708,1/23/16,Local,Alquiler,Tijuana,212,1911604 ,1/14/18,María,Vendida,722
709,1/24/17,Oficina,Alquiler,Tijuana,254," $1,850,644 ",11/28/17,Carmen,Vendida,308
710,1/24/17,Oficina,Venta,Monterrey,91," $777,686 ",10/19/17,Luisa,Vendida,268
711,1/24/17,Local,Alquiler,Ciudad de México,287," $2,279,354 ",12/15/17,Joaquín,Vendida,325
712,1/24/17,Departamento,Alquiler,Tijuana,180," $1,128,420 ",10/13/17,Carmen,Vendida,262
713,1/25/17,Oficina,Venta,Cancún,173," $1,615,128 ",5/6/17,Carmen,Vendida,101
714,1/25/16,Oficina,Alquiler,Cancún,210,1332030 ,1/2/18,Carmen,Vendida,708
715,1/25/17,Estacionamiento,Alquiler,Monterrey,287," $1,370,138 ",5/3/17,Joaquín,Vendida,98
716,1/25/17,Industrial,Venta,Tijuana,47," $424,175 ",6/19/17,Joaquín,Vendida,145
717,1/25/17,Departamento,Alquiler,Ciudad de México,260," $2,546,180 ",5/23/17,Carmen,Vendida,118
718,1/26/16,Estacionamiento,Alquiler,Cancún,197,1199730 ,1/13/18,Luisa,Vendida,718
719,1/26/17,Industrial,Alquiler,Cancún,144," $760,176 ",10/20/17,Pedro,Vendida,267
720,1/27/17,Industrial,Venta,Tijuana,168," $1,081,248 ",6/1/17,Carmen,Vendida,125
721,1/28/17,Local,Alquiler,Tijuana,253," $1,816,793 ",10/22/17,Pedro,Vendida,267
722,1/28/16,Oficina,Venta,Cancún,110,943800 ,1/26/18,Jesús,Vendida,729
723,1/29/17,Departamento,Alquiler,Cancún,299," $2,130,375 ",10/28/17,Carmen,Vendida,272
724,1/31/17,Estacionamiento,Alquiler,Monterrey,222," $2,209,344 ",9/9/17,Carmen,Vendida,221
725,2/1/17,Departamento,Venta,Tijuana,139," $1,187,477 ",5/31/17,Carmen,Vendida,119
726,2/1/16,Local,Venta,Tijuana,300,1772700 ,1/3/18,María,Vendida,702
727,2/1/17,Local,Venta,Monterrey,64," $539,392 ",8/3/17,Pedro,Vendida,183
728,2/1/17,Oficina,Venta,Cancún,156," $771,108 ",7/25/17,Luisa,Vendida,174
729,2/1/17,Terreno,Venta,Tijuana,262," $1,960,808 ",9/11/17,Pedro,Vendida,222
730,2/2/17,Industrial,Alquiler,Monterrey,82," $621,314 ",9/7/17,Luisa,Vendida,217
731,2/2/16,Departamento,Alquiler,Cancún,243,1814238 ,1/29/18,Jesús,Vendida,727
732,2/2/17,Terreno,Alquiler,Ciudad de México,73," $468,952 ",6/11/17,Joaquín,Vendida,129
733,2/2/17,Casa,Venta,Cancún,268," $1,950,772 ",6/2/17,Joaquín,Vendida,120
734,2/3/17,Local,Venta,Ciudad de México,125," $932,250 ",8/3/17,María,Vendida,181
735,2/3/17,Oficina,Venta,Ciudad de México,114," $786,714 ",9/4/17,Luisa,Vendida,213
736,2/3/17,Estacionamiento,Alquiler,Cancún,97," $541,648 ",6/11/17,Carmen,Vendida,128
737,2/4/17,Oficina,Venta,Monterrey,141," $1,279,434 ",9/26/17,Carmen,Vendida,234
738,2/5/17,Terreno,Alquiler,Cancún,105," $650,580 ",5/26/17,Carmen,Vendida,110
739,2/5/17,Industrial,Alquiler,Ciudad de México,199," $1,009,328 ",12/4/17,Pedro,Vendida,302
740,2/5/17,Estacionamiento,Alquiler,Cancún,286," $2,064,634 ",5/26/17,Carmen,Vendida,110
741,2/5/17,Local,Venta,Ciudad de México,110," $924,990 ",9/25/17,Pedro,Vendida,232
742,2/6/17,Estacionamiento,Alquiler,Tijuana,87," $372,447 ",7/17/17,Jesús,Vendida,161
743,2/6/17,Industrial,Alquiler,Tijuana,210," $1,602,300 ",6/26/17,Pedro,Vendida,140
744,2/6/17,Estacionamiento,Venta,Cancún,157," $1,323,353 ",7/25/17,Luisa,Vendida,169
745,2/7/17,Industrial,Venta,Monterrey,76," $499,244 ",7/4/17,Luisa,Vendida,147
746,2/8/17,Departamento,Alquiler,Ciudad de México,179," $963,020 ",11/6/17,Pedro,Vendida,271
747,2/8/16,Local,Venta,Ciudad de México,96,493632 ,1/13/18,Jesús,Vendida,705
748,2/8/17,Casa,Alquiler,Monterrey,154," $1,037,498 ",9/20/17,Luisa,Vendida,224
749,2/9/17,Estacionamiento,Alquiler,Ciudad de México,293," $2,741,308 ",10/20/17,María,Vendida,253
750,2/10/17,Local,Alquiler,Tijuana,286," $1,912,482 ",11/26/17,Pedro,Vendida,289
751,2/10/17,Local,Venta,Monterrey,180," $1,707,660 ",7/28/17,Joaquín,Vendida,168
752,2/10/17,Departamento,Venta,Ciudad de México,176," $1,592,624 ",5/20/17,Carmen,Vendida,99
753,2/11/17,Departamento,Venta,Monterrey,228," $1,339,044 ",12/14/17,Pedro,Vendida,306
754,2/11/17,Oficina,Venta,Monterrey,157," $879,357 ",5/17/17,Joaquín,Vendida,95
755,2/11/17,Departamento,Venta,Monterrey,208," $1,215,344 ",5/27/17,Jesús,Vendida,105
756,2/13/16,Casa,Alquiler,Cancún,245,2287075 ,1/31/18,Luisa,Vendida,718
757,2/13/16,Departamento,Venta,Cancún,111,462315 ,1/13/18,Luisa,Vendida,700
758,2/14/17,Departamento,Alquiler,Cancún,75," $359,775 ",5/29/17,María,Vendida,104
759,2/14/16,Estacionamiento,Venta,Tijuana,229,1859480 ,1/6/18,Joaquín,Vendida,692
760,2/14/17,Oficina,Alquiler,Monterrey,119," $899,640 ",12/12/17,Pedro,Vendida,301
761,2/15/17,Casa,Alquiler,Tijuana,58," $444,338 ",6/4/17,Carmen,Vendida,109
762,2/15/16,Estacionamiento,Venta,Tijuana,156,795912 ,1/6/18,Carmen,Vendida,691
763,2/15/17,Departamento,Alquiler,Tijuana,92," $900,956 ",6/14/17,Pedro,Vendida,119
764,2/15/17,Oficina,Venta,Ciudad de México,132," $712,404 ",8/3/17,Carmen,Vendida,169
765,2/15/17,Local,Venta,Tijuana,122," $879,254 ",6/25/17,Luisa,Vendida,130
766,2/16/17,Casa,Alquiler,Cancún,58," $349,102 ",10/22/17,Carmen,Vendida,248
767,2/16/16,Terreno,Venta,Ciudad de México,67,297882 ,2/8/18,Joaquín,Vendida,723
768,2/16/17,Departamento,Venta,Ciudad de México,75," $563,475 ",12/25/17,Pedro,Vendida,312
769,2/16/17,Casa,Venta,Tijuana,257," $1,066,550 ",9/23/17,Carmen,Vendida,219
770,2/16/17,Industrial,Venta,Monterrey,96," $742,176 ",12/15/17,Pedro,Vendida,302
771,2/16/17,Terreno,Venta,Cancún,140," $1,318,660 ",10/16/17,Pedro,Vendida,242
772,2/16/17,Estacionamiento,Venta,Ciudad de México,179," $1,601,334 ",11/7/17,Jesús,Vendida,264
773,2/16/17,Casa,Venta,Cancún,230," $1,033,850 ",10/30/17,María,Vendida,256
774,2/17/17,Terreno,Alquiler,Tijuana,254," $1,394,206 ",5/28/17,Carmen,Vendida,100
775,2/17/16,Terreno,Alquiler,Tijuana,256,2176768 ,2/13/18,Carmen,Vendida,727
776,2/17/17,Departamento,Alquiler,Cancún,106," $850,226 ",9/2/17,Joaquín,Vendida,197
777,2/17/16,Oficina,Venta,Tijuana,198,1090782 ,2/1/18,Joaquín,Vendida,715
778,2/18/17,Industrial,Alquiler,Ciudad de México,153," $1,519,137 ",6/20/17,Carmen,Vendida,122
779,2/18/16,Oficina,Alquiler,Tijuana,233,984192 ,1/28/18,Jesús,Vendida,710
780,2/18/17,Oficina,Alquiler,Ciudad de México,61," $481,656 ",9/18/17,Carmen,Vendida,212
781,2/18/17,Departamento,Alquiler,Ciudad de México,105," $909,090 ",10/25/17,Jesús,Vendida,249
782,2/18/16,Local,Venta,Tijuana,158,1308398 ,2/5/18,Carmen,Vendida,718
783,2/19/17,Local,Venta,Monterrey,224," $1,966,272 ",12/2/17,Pedro,Vendida,286
784,2/19/17,Terreno,Venta,Ciudad de México,272," $2,021,232 ",10/16/17,Jesús,Vendida,239
785,2/20/17,Departamento,Alquiler,Tijuana,292," $2,865,688 ",8/21/17,Carmen,Vendida,182
786,2/20/17,Terreno,Venta,Cancún,94," $857,374 ",12/11/17,Carmen,Vendida,294
787,2/20/17,Industrial,Venta,Cancún,251," $1,305,200 ",12/18/17,Luisa,Vendida,301
788,2/20/16,Local,Venta,Monterrey,254,1614170 ,1/18/18,María,Vendida,698
789,2/20/17,Oficina,Venta,Tijuana,298," $2,436,448 ",8/13/17,Carmen,Vendida,174
790,2/20/17,Industrial,Venta,Cancún,214," $1,823,708 ",9/16/17,Joaquín,Vendida,208
791,2/21/17,Industrial,Venta,Tijuana,276," $2,148,384 ",10/12/17,Jesús,Vendida,233
792,2/22/16,Terreno,Venta,Ciudad de México,197,1594715 ,1/15/18,Luisa,Vendida,693
793,2/22/17,Local,Venta,Cancún,111," $698,301 ",10/23/17,Joaquín,Vendida,243
794,2/22/17,Industrial,Alquiler,Cancún,81," $523,989 ",10/13/17,Joaquín,Vendida,233
795,2/22/17,Estacionamiento,Venta,Ciudad de México,174," $750,984 ",7/7/17,Joaquín,Vendida,135
796,2/23/17,Terreno,Alquiler,Ciudad de México,214," $1,665,134 ",10/21/17,Pedro,Vendida,240
797,2/23/17,Departamento,Alquiler,Ciudad de México,227," $1,820,540 ",10/12/17,Luisa,Vendida,231
798,2/23/17,Estacionamiento,Venta,Ciudad de México,152," $1,076,464 ",5/27/17,Pedro,Vendida,93
799,2/24/16,Departamento,Venta,Monterrey,206,1136502 ,1/22/18,Pedro,Vendida,698
800,2/24/16,Casa,Alquiler,Cancún,150,1051500 ,2/17/18,Joaquín,Vendida,724
801,2/24/17,Local,Alquiler,Cancún,165," $744,480 ",8/6/17,Jesús,Vendida,163
802,2/24/17,Oficina,Venta,Cancún,120," $647,280 ",9/2/17,Jesús,Vendida,190
803,2/24/17,Oficina,Venta,Monterrey,188," $1,697,640 ",8/4/17,Luisa,Vendida,161
804,2/25/17,Local,Venta,Ciudad de México,83," $463,306 ",9/4/17,María,Vendida,191
805,2/26/17,Departamento,Venta,Ciudad de México,72," $322,344 ",8/3/17,María,Vendida,158
806,2/26/17,Local,Alquiler,Monterrey,62," $484,592 ",10/9/17,María,Vendida,225
807,2/26/17,Casa,Venta,Tijuana,133," $1,305,129 ",12/22/17,Joaquín,Vendida,299
808,2/27/17,Terreno,Alquiler,Ciudad de México,77," $711,634 ",11/10/17,Jesús,Vendida,256
809,2/27/17,Estacionamiento,Venta,Cancún,219," $1,468,614 ",10/10/17,Pedro,Vendida,225
810,2/27/17,Casa,Venta,Tijuana,91," $780,598 ",11/7/17,Jesús,Vendida,253
811,2/28/17,Oficina,Alquiler,Tijuana,70," $354,270 ",11/18/17,Jesús,Vendida,263
812,2/28/16,Casa,Alquiler,Tijuana,45,425790 ,1/16/18,María,Vendida,688
813,3/1/16,Terreno,Venta,Monterrey,177,1203246 ,2/20/18,Carmen,Vendida,721
814,3/1/17,Estacionamiento,Alquiler,Monterrey,45," $360,540 ",9/2/17,María,Vendida,185
815,3/1/17,Oficina,Alquiler,Ciudad de México,94," $639,952 ",9/26/17,Luisa,Vendida,209
816,3/2/16,Departamento,Venta,Tijuana,236,1388388 ,2/4/18,Joaquín,Vendida,704
817,3/3/16,Casa,Alquiler,Monterrey,151,756208 ,2/13/18,Luisa,Vendida,712
818,3/3/17,Industrial,Alquiler,Monterrey,50," $442,300 ",6/30/17,María,Vendida,119
819,3/3/17,Estacionamiento,Alquiler,Monterrey,93," $375,813 ",7/12/17,Pedro,Vendida,131
820,3/3/17,Departamento,Alquiler,Tijuana,255," $1,471,605 ",10/11/17,Carmen,Vendida,222
821,3/3/17,Estacionamiento,Venta,Monterrey,153," $1,401,633 ",9/14/17,Carmen,Vendida,195
822,3/3/17,Industrial,Venta,Tijuana,142," $1,256,274 ",7/21/17,Pedro,Vendida,140
823,3/4/16,Casa,Alquiler,Monterrey,235,2055310 ,1/3/18,Jesús,Vendida,670
824,3/4/17,Casa,Alquiler,Tijuana,239," $1,320,236 ",8/3/17,Carmen,Vendida,152
825,3/4/17,Casa,Alquiler,Cancún,191," $969,707 ",12/5/17,Pedro,Vendida,276
826,3/4/17,Departamento,Alquiler,Monterrey,92," $743,360 ",8/11/17,Pedro,Vendida,160
827,3/5/17,Terreno,Venta,Monterrey,124," $614,048 ",7/13/17,Joaquín,Vendida,130
828,3/6/17,Terreno,Venta,Cancún,57," $233,358 ",12/18/17,Luisa,Vendida,287
829,3/6/17,Departamento,Venta,Tijuana,98," $917,378 ",12/6/17,Pedro,Vendida,275
830,3/6/17,Oficina,Alquiler,Tijuana,42," $235,746 ",7/25/17,Joaquín,Vendida,141
831,3/6/17,Local,Venta,Tijuana,60," $474,600 ",10/1/17,Luisa,Vendida,209
832,3/7/17,Terreno,Venta,Cancún,54," $298,350 ",6/14/17,Carmen,Vendida,99
833,3/7/17,Terreno,Alquiler,Cancún,139," $1,100,046 ",8/28/17,María,Vendida,174
834,3/7/16,Industrial,Venta,Ciudad de México,237,1013175 ,1/10/18,Pedro,Vendida,674
835,3/7/17,Oficina,Venta,Tijuana,255," $2,151,435 ",8/26/17,Pedro,Vendida,172
836,3/7/17,Local,Venta,Tijuana,213," $2,105,079 ",7/25/17,Joaquín,Vendida,140
837,3/7/17,Terreno,Venta,Tijuana,117," $953,316 ",12/27/17,María,Vendida,295
838,3/7/16,Oficina,Venta,Cancún,250,1531000 ,2/9/18,Joaquín,Vendida,704
839,3/8/16,Terreno,Alquiler,Monterrey,236,1449512 ,2/5/18,Joaquín,Vendida,699
840,3/8/17,Departamento,Alquiler,Monterrey,91," $395,850 ",12/10/17,Carmen,Vendida,277
841,3/9/16,Terreno,Alquiler,Ciudad de México,247,1504477 ,1/3/18,Jesús,Vendida,665
842,3/9/17,Local,Venta,Ciudad de México,229," $935,694 ",10/18/17,Jesús,Vendida,223
843,3/10/17,Casa,Venta,Tijuana,143," $1,246,960 ",9/28/17,Carmen,Vendida,202
844,3/10/17,Casa,Venta,Cancún,154," $1,238,006 ",9/4/17,María,Vendida,178
845,3/10/17,Casa,Alquiler,Monterrey,145," $655,690 ",6/8/17,María,Vendida,90
846,3/10/17,Departamento,Alquiler,Ciudad de México,42," $293,370 ",8/20/17,Pedro,Vendida,163
847,3/10/17,Departamento,Alquiler,Ciudad de México,281," $2,688,046 ",10/24/17,Luisa,Vendida,228
848,3/11/16,Casa,Venta,Tijuana,184,1830800 ,1/25/18,Pedro,Vendida,685
849,3/11/17,Departamento,Venta,Monterrey,241," $1,729,416 ",9/18/17,Carmen,Vendida,191
850,3/11/17,Terreno,Venta,Tijuana,251," $2,234,653 ",8/1/17,Luisa,Vendida,143
851,3/12/17,Estacionamiento,Venta,Cancún,90," $438,480 ",10/23/17,Joaquín,Vendida,225
852,3/12/17,Local,Alquiler,Tijuana,269," $2,032,295 ",11/27/17,Joaquín,Vendida,260
853,3/12/17,Departamento,Alquiler,Cancún,245," $1,377,880 ",7/10/17,Joaquín,Vendida,120
854,3/12/17,Estacionamiento,Venta,Monterrey,181," $1,805,475 ",6/10/17,María,Vendida,90
855,3/13/17,Estacionamiento,Venta,Cancún,124," $1,070,740 ",12/22/17,Carmen,Vendida,284
856,3/14/16,Estacionamiento,Venta,Monterrey,164,785068 ,1/22/18,Jesús,Vendida,679
857,3/14/17,Departamento,Venta,Ciudad de México,291," $1,497,195 ",8/17/17,María,Vendida,156
858,3/14/17,Industrial,Alquiler,Monterrey,164," $1,526,840 ",10/20/17,María,Vendida,220
859,3/14/17,Departamento,Alquiler,Cancún,188," $996,588 ",6/20/17,Carmen,Vendida,98
860,3/14/16,Terreno,Alquiler,Cancún,79,451643 ,1/15/18,María,Vendida,672
861,3/15/17,Terreno,Venta,Monterrey,268," $2,422,720 ",11/27/17,Carmen,Vendida,257
862,3/16/17,Terreno,Venta,Tijuana,130," $1,292,980 ",11/11/17,Luisa,Vendida,240
863,3/16/16,Local,Alquiler,Tijuana,138,949578 ,2/17/18,María,Vendida,703
864,3/17/17,Estacionamiento,Venta,Ciudad de México,88," $820,776 ",8/20/17,Carmen,Vendida,156
865,3/17/17,Local,Venta,Ciudad de México,116," $848,888 ",7/26/17,Jesús,Vendida,131
866,3/18/17,Departamento,Venta,Ciudad de México,233," $1,673,173 ",6/28/17,Joaquín,Vendida,102
867,3/18/16,Oficina,Venta,Tijuana,116,841232 ,1/18/18,María,Vendida,671
868,3/19/16,Casa,Alquiler,Ciudad de México,55,376090 ,2/27/18,Joaquín,Vendida,710
869,3/19/17,Casa,Venta,Monterrey,192," $820,608 ",7/28/17,Luisa,Vendida,131
870,3/19/17,Casa,Venta,Ciudad de México,149," $839,615 ",10/5/17,María,Vendida,200
871,3/19/17,Industrial,Alquiler,Ciudad de México,285," $2,562,435 ",6/20/17,Carmen,Vendida,93
872,3/19/17,Local,Alquiler,Cancún,88," $630,608 ",12/17/17,Joaquín,Vendida,273
873,3/20/17,Departamento,Alquiler,Monterrey,100," $484,200 ",9/30/17,Pedro,Vendida,194
874,3/20/17,Industrial,Alquiler,Monterrey,52," $269,516 ",8/21/17,Carmen,Vendida,154
875,3/20/17,Oficina,Alquiler,Tijuana,274," $1,152,718 ",7/31/17,Pedro,Vendida,133
876,3/20/17,Estacionamiento,Venta,Monterrey,276," $1,477,428 ",11/23/17,María,Vendida,248
877,3/21/17,Estacionamiento,Venta,Tijuana,68," $367,132 ",8/31/17,Joaquín,Vendida,163
878,3/22/17,Industrial,Venta,Tijuana,268," $1,557,884 ",12/9/17,Luisa,Vendida,262
879,3/22/16,Departamento,Alquiler,Cancún,182,851032 ,1/2/18,Carmen,Vendida,651
880,3/22/17,Estacionamiento,Alquiler,Tijuana,99," $500,148 ",8/9/17,Joaquín,Vendida,140
881,3/23/16,Departamento,Venta,Monterrey,163,1362843 ,1/31/18,Luisa,Vendida,679
882,3/23/17,Local,Alquiler,Tijuana,150," $730,350 ",6/28/17,Carmen,Vendida,97
883,3/23/17,Oficina,Venta,Tijuana,126," $867,636 ",11/2/17,Luisa,Vendida,224
884,3/23/16,Industrial,Alquiler,Tijuana,71,459725 ,1/26/18,Joaquín,Vendida,674
885,3/24/16,Industrial,Venta,Tijuana,127,757809 ,2/20/18,Luisa,Vendida,698
886,3/24/17,Casa,Venta,Monterrey,40," $354,360 ",10/16/17,Carmen,Vendida,206
887,3/24/17,Departamento,Venta,Monterrey,168," $1,620,192 ",10/9/17,María,Vendida,199
888,3/25/16,Estacionamiento,Venta,Monterrey,117,1149525 ,2/27/18,Pedro,Vendida,704
889,3/25/17,Casa,Alquiler,Cancún,241," $1,248,862 ",8/22/17,Jesús,Vendida,150
890,3/25/17,Industrial,Venta,Cancún,180," $1,495,260 ",11/3/17,Luisa,Vendida,223
891,3/26/17,Industrial,Venta,Tijuana,91," $485,849 ",7/24/17,Pedro,Vendida,120
